,process,brewing_method,roast,grind,origin,price_per_kg,percentage_of_arabica,pure_arabica,roast_brew,Washed,Natural,Fermented_traditional,Fermented_closedtank,process_general,region_of_origin
660,Natural,espresso,medium,beans,Brazylia,21.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
661,Natural,espresso,medium,beans,Brazylia,20.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
662,Natural,espresso,medium,beans,Brazylia,18.6,100,True,medium_espresso,False,True,False,False,Natural,Latam
663,Pulped natural,espresso,medium,beans,Brazylia,21.6,100,True,medium_espresso,True,True,False,False,Hybrid,Latam
664,Pulped natural,espresso,medium,beans,Brazylia,20.4,100,True,medium_espresso,True,True,False,False,Hybrid,Latam
665,Honey,espresso,medium,beans,Kostaryka,36.0,100,True,medium_espresso,True,True,True,False,Honey,Latam
666,Rum Aged,espresso,dark,beans,"Peru, Gwatemala",25.0,75,False,dark_espresso,False,False,False,False,Fermented,Latam
667,Washed,espresso,medium,beans,"Brazylia, Gwatemala",25.6,100,True,medium_espresso,True,False,False,False,Washed,Latam
668,Washed,espresso,medium,beans,"Brazylia, Honduras",21.8,100,True,medium_espresso,True,False,False,False,Washed,Latam
669,Washed,espresso,medium,beans,"Brazylia, Honduras",24.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
670,Washed,espresso,dark,beans,Gwatemala,27.2,100,True,dark_espresso,True,False,False,False,Washed,Latam
671,Natural,espresso,medium,beans,Uganda,28.0,100,True,medium_espresso,False,True,False,False,Natural,Africa
672,Semi-Washed Kombucha Experiment,espresso,medium,beans,"Brazylia, Uganda",22.0,100,True,medium_espresso,True,False,False,True,Fermented,Mixed
673,Natural,espresso,medium,beans,"Brazylia, Uganda",24.0,100,True,medium_espresso,False,True,False,False,Natural,Mixed
674,Natural,espresso,medium,beans,Brazylia,26.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
675,Natural,espresso,medium,beans,Brazylia,26.4,100,True,medium_espresso,False,True,False,False,Natural,Latam
676,Washed and natural,espresso,medium,beans,"Brazylia, Tanzania",32.0,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
677,Washed,espresso,medium,beans,"Peru, Gwatemala",20.8,100,True,medium_espresso,True,False,False,False,Washed,Latam
678,Washed,espresso,medium,beans,"Peru, Gwatemala",28.8,100,True,medium_espresso,True,False,False,False,Washed,Latam
679,Washed,espresso,medium,beans,Gwatemala,25.2,100,True,medium_espresso,True,False,False,False,Washed,Latam
680,Washed,espresso,medium,beans,Gwatemala,28.8,100,True,medium_espresso,True,False,False,False,Washed,Latam
681,Natural,espresso,medium,beans,Brazylia,20.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
682,Natural,espresso,dark,beans,Brazylia,19.0,100,True,dark_espresso,False,True,False,False,Natural,Latam
683,Natural,espresso,dark,beans,Brazylia,20.8,100,True,dark_espresso,False,True,False,False,Natural,Latam
684,Washed,espresso,medium,beans,Gwatemala,24.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
685,Washed,espresso,medium,beans,Gwatemala,26.4,100,True,medium_espresso,True,False,False,False,Washed,Latam
686,Washed,espresso,medium,ground,Gwatemala,26.4,100,True,medium_espresso,True,False,False,False,Washed,Latam
687,Semi-washed,espresso,dark,beans,"Brazylia, Gwatemala",20.0,100,True,dark_espresso,True,False,True,False,Semi-washed,Latam
688,Semi-washed,espresso,dark,beans,"Brazylia, Gwatemala",22.4,100,True,dark_espresso,True,False,True,False,Semi-washed,Latam
689,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",19.78,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
690,Natural,espresso,dark,beans,Panama,11.8,92,False,dark_espresso,False,True,False,False,Natural,Latam
691,Natural,espresso,dark,beans,"Etiopia, Brazylia",9.98,80,False,dark_espresso,False,True,False,False,Natural,Mixed
692,Washed,espresso,medium,beans,Gwatemala,40.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
693,Natural,espresso,medium,beans,Burundi,33.6,100,True,medium_espresso,False,True,False,False,Natural,Africa
694,Natural,espresso,dark,beans,Panama,15.98,65,False,dark_espresso,False,True,False,False,Natural,Latam
695,Natural,espresso,dark,beans,Panama,12.9,35,False,dark_espresso,False,True,False,False,Natural,Latam
696,Natural,espresso,medium,beans,Brazylia,23.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
697,Natural,espresso,medium,beans,Brazylia,24.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
698,Natural,espresso,medium,beans,Brazylia,27.2,100,True,medium_espresso,False,True,False,False,Natural,Latam
699,Washed,espresso,medium,beans,Brazylia,23.8,100,True,medium_espresso,True,False,False,False,Washed,Latam
700,Washed,espresso,medium,beans,Brazylia,27.2,100,True,medium_espresso,True,False,False,False,Washed,Latam
701,Washed,espresso,medium,beans,Peru,39.2,100,True,medium_espresso,True,False,False,False,Washed,Latam
702,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",14.32,100,True,dark_espresso,True,False,False,False,Washed,Mixed
703,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",13.56,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
704,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",12.72,100,True,dark_espresso,True,False,False,False,Washed,Mixed
705,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",16.0,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
706,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",13.6,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
707,Semi-Carbonic Maceration,espresso,dark,beans,Brazylia,15.0,100,True,dark_espresso,False,False,False,False,Fermented,Latam
708,Semi-Washed Kombucha Experiment,espresso,dark,beans,Brazylia,13.98,70,False,dark_espresso,True,False,False,True,Fermented,Latam
709,Washed,espresso,dark,beans,Kolumbia,15.0,100,True,dark_espresso,True,False,False,False,Washed,Latam
710,Natural,espresso,dark,beans,Nikaragua,14.6,100,True,dark_espresso,False,True,False,False,Natural,Latam
711,Natural,espresso,dark,beans,Salwador,40.4,100,True,dark_espresso,False,True,False,False,Natural,Latam
712,Natural,espresso,dark,beans,Etiopia,38.0,100,True,dark_espresso,False,True,False,False,Natural,Africa
713,Semi-Carbonic Maceration,espresso,dark,beans,Etiopia,31.8,100,True,dark_espresso,False,False,False,False,Fermented,Africa
714,Semi-Carbonic Maceration,espresso,dark,beans,Etiopia,39.2,100,True,dark_espresso,False,False,False,False,Fermented,Africa
715,Washed,espresso,dark,beans,Kolumbia,37.6,100,True,dark_espresso,True,False,False,False,Washed,Latam
716,Washed,espresso,dark,beans,Kolumbia,36.0,100,True,dark_espresso,True,False,False,False,Washed,Latam
717,Washed,espresso,dark,beans,Peru,28.8,100,True,dark_espresso,True,False,False,False,Washed,Latam
718,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",19.92,100,True,dark_espresso,True,False,False,False,Washed,Mixed
719,Pulped natural,espresso,medium,beans,"Brazylia, Indie",21.8,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
720,Natural,espresso,medium,beans,Brazylia,24.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
721,Washed,espresso,medium,beans,Kolumbia,24.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
722,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",21.0,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
723,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",27.0,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
724,Natural,espresso,medium,beans,Kenia,14.98,80,False,medium_espresso,False,True,False,False,Natural,Africa
725,Washed,espresso,medium,beans,"Etiopia, Kolumbia",38.4,100,True,medium_espresso,True,False,False,False,Washed,Mixed
726,Natural,espresso,medium,beans,Etiopia,56.0,100,True,medium_espresso,False,True,False,False,Natural,Africa
727,Natural,espresso,medium,beans,Etiopia,47.6,100,True,medium_espresso,False,True,False,False,Natural,Africa
728,Washed,espresso,medium,beans,"Brazylia, Kolumbia",30.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
729,Washed,espresso,medium,beans,Kolumbia,35.2,100,True,medium_espresso,True,False,False,False,Washed,Latam
730,Washed,espresso,medium,beans,"Brazylia, Peru, Wietnam",24.8,100,True,medium_espresso,True,False,False,False,Washed,Mixed
731,Pulped natural,espresso,dark,beans,Brazylia,37.6,100,True,dark_espresso,True,True,False,False,Hybrid,Latam
732,Washed,espresso,medium,beans,Gwatemala,25.2,100,True,medium_espresso,True,False,False,False,Washed,Latam
733,Washed,espresso,medium,beans,Kolumbia,51.2,100,True,medium_espresso,True,False,False,False,Washed,Latam
734,Natural,espresso,medium,beans,Brazylia,23.2,100,True,medium_espresso,False,True,False,False,Natural,Latam
735,Washed,espresso,medium,beans,Kolumbia,23.2,100,True,medium_espresso,True,False,False,False,Washed,Latam
737,Natural,espresso,dark,beans,"Honduras, Kolumbia, Peru",11.98,70,False,dark_espresso,False,True,False,False,Natural,Latam
738,Natural,espresso,dark,beans,Panama,14.4,60,False,dark_espresso,False,True,False,False,Natural,Latam
739,Semi-Washed Kombucha Experiment,espresso,dark,ground,Etiopia,13.6,30,False,dark_espresso,True,False,False,True,Fermented,Africa
740,Rum Aged,espresso,dark,ground,Laos,23.2,70,False,dark_espresso,False,False,False,False,Fermented,Asia
741,Natural,espresso,dark,beans,"Honduras, Kolumbia, Peru",19.0,70,False,dark_espresso,False,True,False,False,Natural,Latam
742,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",25.6,100,True,dark_espresso,True,False,False,False,Washed,Mixed
743,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",21.8,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
744,Natural,espresso,medium,beans,Kenia,15.98,90,False,medium_espresso,False,True,False,False,Natural,Africa
745,Washed,espresso,medium,beans,"Peru, Etiopia",31.6,100,True,medium_espresso,True,False,False,False,Washed,Mixed
746,Natural,espresso,medium,beans,Kenia,29.6,85,False,medium_espresso,False,True,False,False,Natural,Africa
747,Washed,espresso,dark,beans,Brazylia,23.92,100,True,dark_espresso,True,False,False,False,Washed,Latam
748,Washed,espresso,medium,beans,Gwatemala,44.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
749,Pulped natural,espresso,medium,beans,"Brazylia, Indie",19.5,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
750,Washed,espresso,medium,beans,Peru,30.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
751,Natural,espresso,medium,beans,Kenia,15.96,60,False,medium_espresso,False,True,False,False,Natural,Africa
752,Natural,espresso,medium,beans,Kenia,19.96,80,False,medium_espresso,False,True,False,False,Natural,Africa
753,Natural,espresso,medium,beans,"Etiopia, Brazylia",29.8,100,True,medium_espresso,False,True,False,False,Natural,Mixed
754,Semi-Carbonic Maceration,espresso,medium,ground,"Brazylia, Kolumbia",15.92,100,True,medium_espresso,False,False,False,False,Fermented,Latam
755,Pulped natural,espresso,medium,beans,"Brazylia, Indie",37.6,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
756,Washed,espresso,medium,beans,"Brazylia, Gwatemala, Kostaryka",37.6,100,True,medium_espresso,True,False,False,False,Washed,Latam
757,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",25.2,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
758,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",25.6,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
759,Washed,espresso,medium,beans,"Etiopia, Kolumbia",16.0,100,True,medium_espresso,True,False,False,False,Washed,Mixed
760,Pulped natural,espresso,medium,beans,Brazylia,19.62,100,True,medium_espresso,True,True,False,False,Hybrid,Latam
761,Pulped natural,espresso,medium,beans,Brazylia,19.2,100,True,medium_espresso,True,True,False,False,Hybrid,Latam
762,Washed,espresso,medium,beans,Kolumbia,14.25,100,True,medium_espresso,True,False,False,False,Washed,Latam
763,Natural,espresso,medium,beans,Etiopia,12.46,100,True,medium_espresso,False,True,False,False,Natural,Africa
764,Natural,espresso,medium,beans,Etiopia,17.0,100,True,medium_espresso,False,True,False,False,Natural,Africa
765,Washed,espresso,medium,beans,Etiopia,19.6,100,True,medium_espresso,True,False,False,False,Washed,Africa
766,Natural,espresso,medium,beans,"Etiopia, Brazylia",16.8,100,True,medium_espresso,False,True,False,False,Natural,Mixed
767,Natural,espresso,medium,beans,"Etiopia, Brazylia",21.0,100,True,medium_espresso,False,True,False,False,Natural,Mixed
768,Natural,espresso,medium,beans,"Etiopia, Brazylia, Kolumbia",15.2,100,True,medium_espresso,False,True,False,False,Natural,Mixed
769,Natural,espresso,medium,beans,Brazylia,19.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
770,Natural,espresso,medium,beans,Brazylia,23.2,100,True,medium_espresso,False,True,False,False,Natural,Latam
771,Washed,espresso,medium,beans,"Brazylia, Gwatemala, Etiopia",16.66,100,True,medium_espresso,True,False,False,False,Washed,Mixed
772,Natural,espresso,medium,beans,Brazylia,20.64,100,True,medium_espresso,False,True,False,False,Natural,Latam
773,Natural,espresso,dark,beans,Panama,27.6,84,False,dark_espresso,False,True,False,False,Natural,Latam
774,Pulped natural,espresso,dark,ground,"Kenia, Indie",17.6,95,False,dark_espresso,True,True,False,False,Hybrid,Mixed
775,Pulped natural,espresso,dark,ground,"Kenia, Indie",15.2,95,False,dark_espresso,True,True,False,False,Hybrid,Mixed
776,Rum Aged,espresso,dark,ground,Laos,17.6,70,False,dark_espresso,False,False,False,False,Fermented,Asia
777,Rum Aged,espresso,dark,ground,"Brazylia, Indie",15.12,80,False,dark_espresso,False,False,False,False,Fermented,Mixed
778,Pulped natural,espresso,medium,beans,Brazylia,15.0,100,True,medium_espresso,True,True,False,False,Hybrid,Latam
779,Pulped natural,espresso,medium,beans,"Brazylia, Indie",14.32,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
780,Natural,espresso,dark,beans,Panama,11.0,40,False,dark_espresso,False,True,False,False,Natural,Latam
781,Natural,espresso,medium,beans,Kenia,11.0,30,False,medium_espresso,False,True,False,False,Natural,Africa
782,Pulped natural,espresso,medium,beans,"Etiopia, Brazylia",15.0,50,False,medium_espresso,True,True,False,False,Hybrid,Mixed
783,Natural,espresso,dark,beans,"Honduras, Kolumbia, Peru",12.98,70,False,dark_espresso,False,True,False,False,Natural,Latam
784,Semi-Washed Kombucha Experiment,espresso,dark,ground,"Etiopia, Gwatemala",9.8,0,False,dark_espresso,True,False,False,True,Fermented,Mixed
785,Semi-washed,espresso,dark,beans,"Honduras, Kolumbia, Peru",9.8,100,True,dark_espresso,True,False,True,False,Semi-washed,Latam
786,Washed,espresso,dark,beans,Brazylia,23.92,100,True,dark_espresso,True,False,False,False,Washed,Latam
787,Natural,espresso,dark,beans,Etiopia,39.2,100,True,dark_espresso,False,True,False,False,Natural,Africa
788,Washed,espresso,dark,beans,"Etiopia, Gwatemala",23.92,100,True,dark_espresso,True,False,False,False,Washed,Mixed
789,Washed,espresso,dark,beans,"Salwador, Indie",23.92,75,False,dark_espresso,True,False,False,False,Washed,Mixed
790,Natural,espresso,dark,beans,"Etiopia, Brazylia",17.98,80,False,dark_espresso,False,True,False,False,Natural,Mixed
791,Natural,espresso,dark,beans,Panama,13.98,40,False,dark_espresso,False,True,False,False,Natural,Latam
792,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",21.0,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
793,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",24.32,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
794,Natural,espresso,medium,beans,Kenia,21.8,80,False,medium_espresso,False,True,False,False,Natural,Africa
795,Pulped natural,espresso,dark,ground,"Kenia, Indie",14.32,90,False,dark_espresso,True,True,False,False,Hybrid,Mixed
796,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",33.8,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
797,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",23.66,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
798,Washed,espresso,medium,beans,"Brazylia, Honduras",20.8,100,True,medium_espresso,True,False,False,False,Washed,Latam
799,Natural,espresso,medium,beans,Brazylia,20.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
801,Natural,espresso,dark,beans,Panama,74.29,60,False,dark_espresso,False,True,False,False,Natural,Latam
802,Experimental,espresso,medium,beans,Uganda,29.6,100,True,medium_espresso,False,False,False,False,Experimental,Africa
803,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",16.8,30,False,dark_espresso,True,False,False,False,Washed,Mixed
804,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",16.8,30,False,dark_espresso,True,False,False,False,Washed,Mixed
805,Natural,espresso,medium,beans,Brazylia,20.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
806,Rum Aged,espresso,dark,ground,"Brazylia, Indie",24.0,80,False,dark_espresso,False,False,False,False,Fermented,Mixed
807,Natural,espresso,medium,beans,Brazylia,32.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
808,Natural,espresso,medium,beans,Brazylia,24.6,100,True,medium_espresso,False,True,False,False,Natural,Latam
809,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",28.0,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
810,Washed,espresso,medium,beans,"Brazylia, Gwatemala",22.2,100,True,medium_espresso,True,False,False,False,Washed,Latam
811,Washed,espresso,medium,beans,"Peru, Gwatemala",20.16,100,True,medium_espresso,True,False,False,False,Washed,Latam
812,Natural,espresso,medium,beans,Burundi,35.2,100,True,medium_espresso,False,True,False,False,Natural,Africa
813,Washed,espresso,medium,beans,"Brazylia, Kostaryka, Nikaragua",42.4,100,True,medium_espresso,True,False,False,False,Washed,Latam
814,Natural,espresso,dark,beans,"Etiopia, Brazylia",14.76,80,False,dark_espresso,False,True,False,False,Natural,Mixed
815,Natural,espresso,dark,beans,Panama,11.58,60,False,dark_espresso,False,True,False,False,Natural,Latam
816,Washed,espresso,dark,beans,"Honduras, Kolumbia, Peru",13.98,100,True,dark_espresso,True,False,False,False,Washed,Latam
817,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",28.0,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
818,Washed,espresso,dark,ground,Brazylia,28.8,100,True,dark_espresso,True,False,False,False,Washed,Latam
819,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Indie",24.8,78,False,dark_espresso,True,False,False,True,Fermented,Mixed
820,Pulped natural,espresso,dark,ground,Honduras,27.2,85,False,dark_espresso,True,True,False,False,Hybrid,Latam
821,Washed,espresso,dark,ground,Brazylia,28.8,100,True,dark_espresso,True,False,False,False,Washed,Latam
822,Washed,espresso,dark,beans,Brazylia,26.8,100,True,dark_espresso,True,False,False,False,Washed,Latam
823,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Indie",23.8,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
824,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Indie",28.0,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
825,Washed,espresso,dark,ground,Peru,30.4,100,True,dark_espresso,True,False,False,False,Washed,Latam
826,Washed,espresso,dark,beans,"Salwador, Indie",24.8,75,False,dark_espresso,True,False,False,False,Washed,Mixed
827,Semi-Carbonic Maceration,espresso,dark,beans,Brazylia,28.0,100,True,dark_espresso,False,False,False,False,Fermented,Latam
828,Washed,espresso,medium,beans,Burundi,46.4,100,True,medium_espresso,True,False,False,False,Washed,Africa
829,Washed,espresso,medium,beans,Kolumbia,45.6,100,True,medium_espresso,True,False,False,False,Washed,Latam
830,Anaerobic,espresso,medium,beans,Kolumbia,49.6,100,True,medium_espresso,False,False,False,True,Fermented,Latam
831,Natural,espresso,medium,beans,Brazylia,18.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
832,Pulped natural,espresso,dark,ground,Indonezja,15.2,55,False,dark_espresso,True,True,False,False,Hybrid,Asia
833,Honey,espresso,medium,beans,Laos,34.4,0,False,medium_espresso,True,True,True,False,Honey,Asia
834,Washed,espresso,medium,beans,"Brazylia, Kolumbia",32.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
835,Washed,espresso,medium,beans,Kolumbia,36.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
836,Washed,espresso,medium,beans,Kolumbia,25.2,100,True,medium_espresso,True,False,False,False,Washed,Latam
837,Natural,espresso,medium,beans,Etiopia,39.2,100,True,medium_espresso,False,True,False,False,Natural,Africa
838,Natural,espresso,medium,beans,Brazylia,29.6,100,True,medium_espresso,False,True,False,False,Natural,Latam
839,Washed,espresso,medium,beans,Papua Nowa Gwinea,41.6,100,True,medium_espresso,True,False,False,False,Washed,Africa
840,Washed,espresso,medium,beans,Gwatemala,33.6,100,True,medium_espresso,True,False,False,False,Washed,Latam
841,Washed,espresso,medium,beans,"Brazylia, Honduras",18.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
842,Natural,espresso,medium,beans,Brazylia,18.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
843,Washed,espresso,medium,beans,Kolumbia,46.4,100,True,medium_espresso,True,False,False,False,Washed,Latam
844,Washed,espresso,medium,beans,Meksyk,50.4,100,True,medium_espresso,True,False,False,False,Washed,Latam
845,Natural,espresso,dark,beans,Panama,22.4,90,False,dark_espresso,False,True,False,False,Natural,Latam
846,Pulped natural,espresso,medium,beans,"Brazylia, Indie",23.92,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
847,Natural,espresso,medium,beans,Kenia,20.72,80,False,medium_espresso,False,True,False,False,Natural,Africa
848,Natural,espresso,medium,beans,Kenia,19.98,80,False,medium_espresso,False,True,False,False,Natural,Africa
849,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",20.72,100,True,dark_espresso,True,False,False,False,Washed,Mixed
850,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",15.92,100,True,dark_espresso,True,False,False,False,Washed,Mixed
851,Rum Aged,"drip, espresso",light,beans,Gwatemala,18.17,0,False,"light_drip, espresso",False,False,False,False,Fermented,Latam
852,Rum Aged,"drip, espresso",light,beans,Gwatemala,16.5,0,False,"light_drip, espresso",False,False,False,False,Fermented,Latam
853,Rum Aged,"drip, espresso",light,beans,Gwatemala,18.17,0,False,"light_drip, espresso",False,False,False,False,Fermented,Latam
854,Honey + Anaerobic,drip (alternative brewing methods),light,beans,Brazylia,45.6,100,True,light_drip (alternative brewing methods),True,True,False,True,Honey,Latam
855,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",23.92,100,True,dark_espresso,True,False,False,False,Washed,Mixed
856,Natural,espresso,light,beans,Panama,39.0,30,False,light_espresso,False,True,False,False,Natural,Latam
857,Rum Aged,drip (alternative brewing methods),light,beans,Gwatemala,73.33,100,True,light_drip (alternative brewing methods),False,False,False,False,Fermented,Latam
858,Natural,espresso,light,beans,Panama,50.0,30,False,light_espresso,False,True,False,False,Natural,Latam
859,Pulped natural,drip (alternative brewing methods),light,beans,Nikaragua,36.0,100,True,light_drip (alternative brewing methods),True,True,False,False,Hybrid,Latam
860,Washed,drip (alternative brewing methods),light,beans,Gwatemala,25.0,100,True,light_drip (alternative brewing methods),True,False,False,False,Washed,Latam
861,Washed,drip (alternative brewing methods),light,beans,Gwatemala,29.6,100,True,light_drip (alternative brewing methods),True,False,False,False,Washed,Latam
